OrderID,OrderDate,CustomerID,ProductID,Region,Quantity,Discount,DeliveryDays,Rating
O00995,13-02-2024,C0403,P010,North,7,0,3,5
O00996,29-05-2025,C0490,P007,North,5,15,7,1
O00997,06-12-2024,C0482,P004,North,10,10,4,4
O00998,02-09-2025,C0123,P009,North,2,10,4,1
O00999,19-07-2024,C0117,P002,West,10,0,6,5
O01000,20-04-2025,C0075,P010,West,9,20,5,4
O01001,26-11-2024,C0216,P007,North,10,0,1,4
O01002,26-09-2025,C0174,P006,North,3,15,6,3
O01003,07-05-2024,C0376,P010,South,7,10,1,5
O01004,31-03-2024,C0076,P006,East,6,5,3,1
O01005,23-04-2024,C0328,P003,East,10,20,1,3
O01006,15-12-2025,C0370,P004,South,2,15,1,4
O01007,31-08-2025,C0130,P009,East,2,10,4,1
O01008,15-12-2024,C0166,P001,East,2,20,3,2
O01009,25-08-2025,C0359,P008,West,2,15,5,4
O01010,22-01-2024,C0236,P009,West,9,5,1,4
O01011,01-05-2025,C0182,P002,West,9,10,6,5
O01012,27-06-2025,C0281,P010,West,10,20,6,4
O01013,03-07-2024,C0265,P010,West,6,20,6,1
O01014,26-09-2024,C0478,P009,East,5,15,1,3
O01015,26-12-2025,C0251,P003,South,6,0,1,4
O01016,08-12-2025,C0233,P009,West,7,5,7,4
O01017,13-09-2024,C0149,P007,East,9,15,1,2
O01018,06-12-2024,C0187,P007,South,2,20,5,3
O01019,15-01-2024,C0006,P002,North,10,15,5,3
O01020,05-10-2025,C0118,P002,South,10,15,1,5
O01021,26-12-2025,C0458,P007,East,10,5,3,4
O01022,20-03-2024,C0241,P008,East,2,15,2,5
O01023,25-12-2024,C0060,P007,South,3,20,3,1
O01024,31-10-2025,C0441,P002,East,2,10,3,5
O01025,23-09-2024,C0040,P003,East,6,10,5,3
O01026,13-12-2025,C0257,P004,East,9,0,5,3
O01027,15-08-2024,C0093,P001,South,9,15,7,4
O01028,21-12-2025,C0471,P008,North,9,15,4,4
O01029,15-08-2025,C0138,P002,North,9,5,3,4
O01030,12-07-2025,C0096,P006,West,7,15,6,3
O01031,12-09-2025,C0043,P005,North,6,20,2,4
O01032,27-03-2025,C0245,P008,South,8,10,1,1
O01033,22-03-2024,C0168,P009,North,6,15,1,1
O01034,27-01-2024,C0164,P006,East,8,5,4,3
O01035,10-01-2025,C0052,P003,West,5,5,5,3
O01036,11-11-2025,C0101,P006,East,2,15,3,5
O01037,17-01-2025,C0341,P002,South,2,10,5,5
O01038,02-03-2025,C0158,P006,North,7,0,2,2
O01039,16-07-2024,C0105,P004,South,6,20,1,2
O01040,18-08-2025,C0170,P005,South,6,10,5,4
O01041,17-07-2024,C0182,P002,East,4,20,7,5
O01042,18-07-2024,C0393,P004,East,9,15,4,4
O01043,30-12-2024,C0139,P008,South,8,20,4,2
O01044,27-12-2025,C0337,P006,South,3,0,1,3
O01045,22-07-2024,C0367,P007,West,10,5,2,1
O01046,09-03-2024,C0097,P010,South,5,5,4,3
O01047,21-09-2025,C0268,P001,South,1,15,5,3
O01048,22-10-2024,C0302,P003,East,8,0,2,2
O01049,15-04-2025,C0299,P001,North,6,20,2,1
O01050,09-02-2024,C0278,P003,East,5,10,2,2
O01051,13-04-2025,C0146,P005,West,4,5,4,1
O01052,07-11-2025,C0225,P005,West,1,10,4,2
O01053,04-12-2025,C0434,P002,North,9,15,4,5
O01054,06-03-2024,C0189,P003,South,7,5,3,1
O01055,20-08-2025,C0383,P001,West,7,0,1,3
O01056,01-01-2024,C0391,P001,East,8,5,5,5
O01057,27-11-2025,C0479,P005,North,1,5,6,3
O01058,17-04-2025,C0174,P009,South,6,15,4,4
O01059,19-09-2025,C0024,P003,West,8,0,4,5
O01060,14-09-2024,C0379,P009,West,4,10,3,2
O01061,30-12-2024,C0452,P007,North,7,15,1,4
O01062,19-05-2024,C0283,P003,South,1,0,5,1
O01063,29-03-2024,C0178,P005,North,8,10,2,4
O01064,25-03-2024,C0187,P005,North,6,10,5,5
O01065,02-12-2025,C0427,P002,East,9,0,5,2
O01066,23-04-2024,C0183,P008,East,5,20,6,3
O01067,30-12-2025,C0410,P002,South,5,0,1,3
O01068,07-02-2024,C0226,P008,East,7,0,5,3
O01069,11-05-2024,C0323,P002,North,1,15,5,2
O01070,05-12-2024,C0012,P005,South,9,10,4,3
O01071,26-07-2024,C0494,P004,North,2,20,5,5
O01072,28-01-2025,C0337,P007,East,2,5,2,3
O01073,06-06-2025,C0134,P006,West,3,5,2,5
O01074,12-10-2025,C0008,P008,South,1,5,7,4
O01075,22-03-2024,C0457,P008,South,1,10,7,3
O01076,17-02-2024,C0485,P003,West,7,15,5,4
O01077,26-01-2025,C0164,P008,South,4,15,6,4
O01078,17-09-2025,C0152,P010,East,4,5,1,2
O01079,06-11-2025,C0283,P004,South,5,5,1,1
O01080,14-12-2025,C0170,P005,South,9,20,1,1
O01081,14-02-2024,C0491,P005,West,2,0,6,2
O01082,08-04-2025,C0326,P005,South,7,20,2,1
O01083,26-03-2024,C0102,P004,North,7,15,3,3
O01084,06-03-2025,C0236,P009,South,3,15,7,3
O01085,22-09-2025,C0423,P001,East,4,20,1,1
O01086,15-02-2024,C0285,P004,East,6,15,6,1
O01087,13-01-2024,C0258,P005,North,8,5,1,1
O01088,27-02-2024,C0424,P002,East,2,5,6,2
O01089,15-08-2024,C0376,P005,North,5,0,2,2
O01090,18-07-2024,C0224,P009,West,6,15,7,5
O01091,23-06-2024,C0035,P002,East,7,5,1,4
O01092,14-02-2025,C0373,P005,South,6,20,7,2
O01093,23-09-2024,C0449,P001,South,4,15,7,4
O01094,28-02-2024,C0270,P004,East,5,10,3,2
O01095,18-09-2025,C0184,P002,West,8,15,5,5
O01096,05-10-2025,C0356,P005,East,2,0,7,1
O01097,30-03-2024,C0099,P010,North,9,5,5,3
O01098,06-09-2024,C0430,P009,East,10,0,1,4
O01099,14-06-2025,C0037,P003,South,1,10,4,4
O01100,19-09-2025,C0307,P001,West,6,15,7,1
O01101,19-12-2024,C0191,P003,West,4,15,5,3
O01102,14-01-2025,C0473,P007,East,2,0,6,3
O01103,23-07-2025,C0467,P009,East,3,5,4,1
O01104,16-05-2024,C0243,P010,South,7,15,2,2
O01105,08-09-2025,C0205,P004,North,6,20,2,1
O01106,07-05-2024,C0206,P006,East,7,0,2,3
O01107,07-05-2025,C0017,P001,North,7,20,6,1
O01108,13-06-2024,C0405,P010,East,10,0,3,2
O01109,05-11-2024,C0435,P009,East,8,20,5,2
O01110,13-09-2024,C0211,P009,North,8,5,5,5
O01111,12-06-2025,C0069,P006,South,9,20,6,5
O01112,06-02-2025,C0003,P001,South,2,20,1,1
O01113,29-08-2025,C0320,P003,North,1,20,6,4
O01114,25-11-2024,C0051,P004,North,1,10,1,1
O01115,10-06-2024,C0336,P001,East,7,5,1,2
O01116,15-05-2025,C0238,P010,East,1,20,7,2
O01117,13-09-2025,C0271,P009,West,10,5,6,2
O01118,24-08-2025,C0002,P004,West,8,0,3,1
O01119,25-11-2025,C0484,P004,South,3,20,2,1
O01120,30-05-2024,C0429,P004,North,8,10,2,2
O01121,16-03-2024,C0103,P009,South,3,15,7,2
O01122,08-12-2025,C0061,P007,West,4,5,7,1
O01123,14-12-2024,C0402,P002,West,2,15,1,4
O01124,04-05-2024,C0446,P003,North,9,10,4,1
O01125,05-03-2025,C0453,P001,North,4,5,2,5
O01126,20-07-2024,C0378,P001,North,3,15,2,4
O01127,02-06-2025,C0090,P007,East,8,20,1,5
O01128,26-06-2025,C0482,P007,West,1,20,4,1
O01129,05-07-2025,C0261,P006,East,1,15,7,4
O01130,05-03-2025,C0127,P008,North,4,20,1,5
O01131,28-05-2025,C0395,P003,South,7,0,6,4
O01132,01-06-2025,C0440,P003,East,10,10,6,4
O01133,06-02-2024,C0165,P001,North,1,20,4,4
O01134,02-02-2025,C0410,P008,West,7,10,2,1
O01135,09-02-2024,C0469,P007,South,9,0,5,5
O01136,15-10-2025,C0258,P004,West,2,15,7,4
O01137,20-11-2024,C0065,P007,East,2,20,3,2
O01138,20-01-2024,C0314,P006,North,6,0,2,3
O01139,10-11-2024,C0067,P007,East,4,10,3,2
O01140,06-09-2025,C0047,P002,West,9,0,7,2
O01141,09-04-2024,C0230,P005,East,10,0,3,5
O01142,28-09-2024,C0018,P006,West,7,5,4,1
O01143,15-02-2025,C0411,P004,South,6,10,2,4
O01144,04-04-2025,C0245,P009,West,4,5,1,1
O01145,01-02-2024,C0405,P005,South,4,0,2,2
O01146,20-10-2025,C0312,P002,East,5,15,2,5
O01147,10-09-2024,C0036,P002,South,9,5,1,4
O01148,21-11-2024,C0499,P008,North,9,10,4,4
O01149,13-03-2024,C0442,P001,West,8,15,4,5
O01150,22-06-2024,C0206,P010,North,4,20,3,2
O01151,01-02-2025,C0052,P010,North,1,5,7,1
O01152,07-10-2025,C0338,P010,North,4,15,2,5
O01153,03-12-2025,C0295,P010,North,6,20,4,3
O01154,29-10-2024,C0069,P008,South,4,20,5,2
O01155,19-02-2025,C0002,P008,West,6,15,5,2
O01156,04-03-2025,C0357,P004,South,9,5,2,2
O01157,27-01-2024,C0280,P004,West,1,20,1,3
O01158,05-06-2025,C0352,P002,North,6,0,3,4
O01159,24-09-2025,C0253,P002,North,2,20,4,3
O01160,02-03-2024,C0254,P008,South,1,10,5,5
O01161,07-04-2025,C0279,P003,North,6,0,3,1
O01162,13-09-2024,C0142,P003,West,5,15,1,2
O01163,26-09-2024,C0050,P010,North,9,5,3,3
O01164,02-10-2025,C0265,P002,North,8,10,6,2
O01165,07-05-2024,C0053,P006,South,5,5,7,3
O01166,15-08-2025,C0035,P010,West,4,10,3,2
O01167,08-03-2024,C0468,P008,East,7,20,1,4
O01168,15-11-2025,C0402,P010,South,1,10,5,3
O01169,30-01-2024,C0092,P007,North,4,5,3,2
O01170,15-04-2025,C0385,P006,North,4,15,2,3
O01171,25-03-2025,C0475,P006,West,8,20,3,3
O01172,06-03-2024,C0194,P001,East,1,15,3,2
O01173,28-11-2025,C0009,P006,North,2,15,4,4
O01174,15-08-2025,C0284,P005,North,1,5,2,4
O01175,27-11-2025,C0404,P003,North,10,5,3,3
O01176,27-02-2024,C0452,P010,East,8,15,2,5
O01177,29-02-2024,C0075,P004,West,3,20,7,4
O01178,26-01-2025,C0058,P010,South,6,5,1,5
O01179,27-03-2025,C0314,P006,South,8,0,7,5
O01180,30-07-2025,C0443,P007,South,6,0,2,4
O01181,06-08-2024,C0471,P001,East,3,0,7,2
O01182,24-10-2025,C0143,P004,South,8,0,2,3
O01183,02-08-2025,C0487,P008,East,7,10,5,3
O01184,06-03-2025,C0156,P005,East,6,5,6,2
O01185,28-11-2024,C0221,P003,West,10,5,5,4
O01186,05-08-2025,C0378,P007,West,2,15,5,2
O01187,28-07-2024,C0203,P006,North,2,5,2,2
O01188,09-07-2024,C0138,P005,North,10,5,3,1
O01189,26-01-2025,C0489,P004,West,6,15,5,5
O01190,14-08-2025,C0411,P006,West,1,20,1,2
O01191,09-07-2025,C0492,P008,North,8,10,1,4
O01192,09-12-2025,C0037,P008,West,7,15,5,3
O01193,02-12-2024,C0389,P004,North,5,5,4,2
O01194,26-10-2025,C0295,P002,North,6,10,3,2
O01195,19-03-2024,C0317,P002,South,10,10,5,1
O01196,22-09-2025,C0300,P002,East,3,15,5,3
O01197,22-06-2024,C0355,P006,South,8,0,7,1
O01198,24-10-2025,C0201,P009,East,6,10,3,3
O01199,17-02-2025,C0480,P008,East,5,20,1,1
O01200,19-10-2024,C0201,P004,South,2,0,7,5
O01201,25-07-2025,C0346,P006,South,10,10,1,1
O01202,15-12-2025,C0186,P007,East,3,5,4,1
O01203,11-08-2025,C0285,P010,North,9,15,1,3
O01204,03-07-2024,C0241,P001,North,6,5,1,1
O01205,15-04-2024,C0003,P009,North,9,20,3,4
O01206,11-12-2025,C0239,P005,North,9,15,3,4
O01207,03-08-2024,C0214,P002,East,6,15,7,5
O01208,17-06-2024,C0240,P006,East,6,0,1,3
O01209,07-12-2024,C0425,P002,South,1,20,4,2
O01210,02-03-2025,C0334,P004,North,7,10,3,4
O01211,03-12-2025,C0049,P003,North,2,0,2,4
O01212,30-12-2025,C0323,P009,East,1,15,6,1
O01213,12-05-2025,C0327,P006,East,2,20,7,2
O01214,18-03-2025,C0053,P001,East,5,15,4,1
O01215,01-08-2024,C0158,P004,East,9,15,4,1
O01216,01-01-2025,C0275,P002,North,8,10,1,4
O01217,22-01-2024,C0271,P004,East,7,15,6,4
O01218,23-05-2024,C0483,P004,West,7,5,7,2
O01219,10-03-2024,C0421,P001,North,7,10,1,1
O01220,06-05-2024,C0059,P010,South,1,15,1,4
O01221,18-11-2025,C0412,P005,East,10,0,2,4
O01222,07-02-2025,C0451,P003,East,9,10,3,5
O01223,05-01-2025,C0235,P003,South,10,20,2,3
O01224,08-03-2024,C0439,P007,West,7,10,3,3
O01225,04-09-2024,C0307,P006,West,5,15,5,2
O01226,16-08-2024,C0001,P010,North,1,5,7,2
O01227,25-04-2024,C0429,P005,East,7,15,4,3
O01228,18-08-2025,C0385,P003,South,8,10,5,5
O01229,11-02-2025,C0356,P004,West,6,10,5,4
O01230,16-09-2024,C0340,P002,East,6,0,7,2
O01231,27-12-2024,C0413,P007,West,4,0,3,2
O01232,31-05-2024,C0467,P009,East,4,0,2,5
O01233,27-04-2025,C0339,P004,North,4,5,1,2
O01234,21-12-2025,C0171,P010,East,6,15,4,1
O01235,08-04-2025,C0311,P005,East,4,20,1,3
O01236,13-11-2025,C0058,P008,East,8,15,2,3
O01237,27-05-2024,C0353,P001,North,4,15,7,1
O01238,14-05-2025,C0390,P004,South,7,20,5,5
O01239,20-08-2025,C0155,P009,East,5,15,1,4
O01240,01-06-2024,C0425,P006,South,6,0,5,5
O01241,12-04-2025,C0165,P004,South,3,5,1,4
O01242,31-08-2025,C0499,P003,South,9,10,3,1
O01243,05-11-2025,C0308,P001,East,9,15,5,3
O01244,11-12-2025,C0248,P003,South,3,5,1,5
O01245,29-07-2024,C0141,P003,East,10,20,2,5
O01246,05-10-2025,C0369,P009,West,10,20,2,2
O01247,22-05-2025,C0339,P005,South,5,5,1,4
O01248,21-02-2025,C0187,P005,East,9,20,5,1
O01249,07-02-2024,C0241,P006,South,10,0,2,3
O01250,29-09-2025,C0262,P006,North,9,15,4,2
O01251,04-08-2024,C0184,P002,North,6,20,6,2
O01252,31-05-2024,C0216,P008,South,2,10,1,1
O01253,24-09-2025,C0447,P007,North,1,20,5,1
O01254,20-08-2024,C0319,P001,East,5,15,3,5
O01255,18-01-2024,C0202,P007,East,2,15,3,3
O01256,08-04-2024,C0293,P008,East,2,20,6,3
O01257,11-11-2025,C0226,P005,West,10,20,5,4
O01258,08-05-2024,C0383,P006,East,6,15,6,1
O01259,10-11-2024,C0005,P002,East,4,20,1,5
O01260,08-12-2025,C0126,P009,West,3,10,2,4
O01261,03-12-2024,C0328,P008,West,4,5,5,4
O01262,12-05-2025,C0155,P009,East,1,15,2,3
O01263,30-11-2025,C0103,P005,South,6,20,5,5
O01264,02-10-2024,C0226,P009,East,10,15,4,2
O01265,26-12-2024,C0160,P010,South,8,10,4,4
O01266,06-11-2025,C0087,P003,East,5,5,6,5
O01267,24-05-2024,C0309,P008,North,10,15,3,5
O01268,15-01-2024,C0419,P008,West,5,5,1,3
O01269,04-09-2024,C0063,P002,East,10,5,3,3
O01270,01-06-2025,C0167,P001,East,5,20,1,5
O01271,09-07-2024,C0465,P003,North,3,0,3,5
O01272,22-08-2024,C0378,P008,North,9,5,7,5
O01273,30-04-2024,C0466,P006,East,3,0,6,2
O01274,27-08-2025,C0292,P005,South,5,15,5,2
O01275,06-11-2025,C0096,P004,East,5,5,3,3
O01276,16-08-2025,C0242,P004,East,8,20,6,2
O01277,27-09-2025,C0428,P007,South,4,0,6,1
O01278,13-02-2024,C0466,P001,South,4,10,3,1
O01279,28-01-2025,C0405,P007,North,6,20,7,1
O01280,20-04-2024,C0443,P005,West,7,15,5,5
O01281,22-02-2024,C0370,P009,North,1,0,3,2
O01282,26-07-2024,C0364,P007,West,6,10,7,2
O01283,14-11-2025,C0204,P010,South,5,10,6,5
O01284,11-06-2025,C0115,P008,West,10,0,7,1
O01285,14-10-2024,C0468,P009,South,1,10,1,3
O01286,10-05-2024,C0398,P001,South,7,15,1,1
O01287,09-05-2025,C0114,P005,West,9,10,3,3
O01288,15-12-2025,C0078,P008,South,9,0,1,2
O01289,29-08-2025,C0145,P004,South,7,10,2,5
O01290,17-02-2025,C0158,P002,North,5,20,3,1
O01291,18-05-2025,C0458,P003,South,1,5,7,1
O01292,18-10-2025,C0211,P007,South,6,5,7,4
O01293,05-04-2025,C0012,P002,South,7,10,4,1
O01294,07-01-2025,C0405,P007,South,8,10,2,1
O01295,09-06-2025,C0380,P005,West,3,10,1,5
O01296,28-07-2024,C0158,P008,South,5,15,5,1
O01297,21-06-2024,C0236,P010,West,4,5,7,4
O01298,03-10-2024,C0209,P004,South,10,15,1,1
O01299,25-05-2024,C0328,P010,West,6,15,2,3
O01300,21-12-2024,C0207,P004,South,5,5,7,2
O01301,02-09-2025,C0104,P001,East,1,15,6,4
O01302,17-06-2024,C0066,P003,West,10,0,1,1
O01303,02-07-2024,C0274,P004,East,8,5,1,5
O01304,18-12-2025,C0347,P004,West,3,5,2,1
O01305,30-09-2025,C0184,P002,East,4,20,1,4
O01306,05-03-2024,C0100,P006,North,2,20,1,4
O01307,29-04-2024,C0134,P005,North,7,20,6,2
O01308,10-11-2025,C0420,P010,South,10,20,5,2
O01309,04-03-2024,C0075,P004,South,3,15,6,1
O01310,14-05-2025,C0286,P007,North,9,15,3,3
O01311,17-02-2024,C0217,P007,West,9,0,3,4
O01312,22-04-2024,C0048,P008,West,5,15,6,3
O01313,24-09-2024,C0212,P001,South,9,20,4,2
O01314,13-07-2024,C0149,P003,West,1,20,7,1
O01315,26-08-2025,C0228,P008,North,8,10,5,4
O01316,24-07-2025,C0397,P005,South,1,10,3,3
O01317,16-11-2024,C0386,P004,North,3,10,3,5
O01318,29-11-2024,C0179,P009,West,4,20,3,4
O01319,03-07-2025,C0134,P008,East,9,5,2,3
O01320,11-01-2024,C0253,P003,West,4,15,5,5
O01321,16-10-2025,C0293,P006,North,3,15,5,2
O01322,12-02-2024,C0053,P001,South,3,10,3,4
O01323,27-10-2025,C0211,P002,West,8,0,4,2
O01324,08-04-2025,C0286,P007,North,5,0,7,3
O01325,04-01-2024,C0326,P007,East,3,5,7,1
O01326,13-08-2024,C0065,P010,East,10,0,4,1
O01327,22-09-2024,C0302,P008,South,3,5,1,1
O01328,06-11-2025,C0002,P010,East,8,10,5,4
O01329,17-07-2025,C0464,P002,East,6,10,1,5
O01330,29-04-2024,C0110,P008,North,3,20,6,3
O01331,31-07-2024,C0046,P010,West,9,10,6,2
O01332,26-08-2025,C0157,P008,West,5,15,1,2
O01333,23-04-2025,C0296,P003,North,5,5,3,4
O01334,07-06-2024,C0320,P009,West,6,0,3,4
O01335,28-05-2025,C0110,P005,West,7,5,2,1
O01336,19-11-2024,C0357,P007,North,2,10,1,5
O01337,16-05-2024,C0288,P010,East,4,5,4,4
O01338,10-10-2025,C0464,P005,East,7,15,7,5
O01339,18-12-2025,C0103,P002,North,2,15,6,2
O01340,09-09-2025,C0297,P006,East,7,20,2,1
O01341,22-08-2024,C0335,P001,East,7,10,2,2
O01342,11-11-2025,C0114,P010,South,8,10,1,3
O01343,24-01-2024,C0184,P003,North,7,15,5,5
O01344,15-08-2024,C0155,P008,East,3,20,6,2
O01345,20-02-2024,C0095,P004,North,8,5,2,2
O01346,19-12-2025,C0466,P003,West,8,15,4,4
O01347,09-06-2024,C0161,P006,West,6,15,2,3
O01348,13-11-2025,C0108,P003,East,1,20,2,2
O01349,24-10-2024,C0186,P002,East,1,0,2,4
O01350,10-08-2025,C0495,P003,South,9,20,6,4
O01351,20-07-2025,C0373,P010,West,10,15,7,1
O01352,16-01-2024,C0362,P008,East,7,5,5,4
O01353,01-06-2025,C0052,P007,West,6,15,1,4
O01354,26-11-2024,C0325,P007,South,8,10,4,5
O01355,26-08-2024,C0162,P006,North,9,5,7,3
O01356,14-02-2025,C0491,P008,West,3,10,7,5
O01357,21-11-2025,C0142,P006,South,10,15,6,3
O01358,10-09-2024,C0358,P006,South,9,20,4,3
O01359,21-07-2025,C0212,P009,East,3,5,5,3
O01360,01-05-2025,C0234,P007,West,3,15,2,4
O01361,08-08-2024,C0250,P009,West,9,10,6,2
O01362,27-07-2024,C0333,P003,East,1,15,5,3
O01363,28-05-2025,C0106,P007,West,6,0,4,5
O01364,17-05-2025,C0204,P004,South,9,20,5,5
O01365,13-09-2025,C0105,P004,East,3,5,1,2
O01366,12-11-2025,C0089,P001,South,5,20,1,4
O01367,25-12-2025,C0161,P004,North,6,5,7,5
O01368,03-12-2024,C0207,P004,South,3,0,5,4
O01369,02-12-2024,C0158,P003,West,5,5,2,1
O01370,29-02-2024,C0086,P005,North,8,5,5,4
O01371,17-02-2025,C0123,P003,West,7,15,1,2
O01372,29-01-2025,C0103,P005,West,9,20,7,2
O01373,29-06-2025,C0228,P003,East,4,10,1,2
O01374,27-02-2025,C0049,P007,East,4,15,7,4
O01375,10-07-2024,C0455,P008,West,3,15,6,2
O01376,27-11-2024,C0036,P010,East,2,10,5,5
O01377,04-11-2025,C0164,P003,North,4,20,1,5
O01378,29-08-2025,C0363,P006,West,1,20,3,5
O01379,20-01-2025,C0365,P003,West,8,10,3,1
O01380,17-10-2024,C0118,P009,South,3,20,5,2
O01381,04-08-2025,C0449,P005,West,6,5,6,2
O01382,20-12-2024,C0445,P004,South,1,0,4,1
O01383,02-12-2025,C0188,P002,North,7,20,3,5
O01384,12-12-2024,C0166,P005,North,8,5,1,3
O01385,06-04-2024,C0390,P003,South,2,10,3,3
O01386,12-04-2024,C0017,P009,West,6,20,7,3
O01387,19-01-2024,C0257,P001,South,8,20,6,2
O01388,01-10-2024,C0070,P004,North,2,15,6,2
O01389,05-12-2024,C0066,P005,North,7,10,3,4
O01390,09-08-2025,C0206,P006,South,6,0,7,4
O01391,24-01-2024,C0188,P009,East,5,20,3,2
O01392,07-10-2025,C0481,P001,North,1,0,4,3
O01393,01-09-2025,C0031,P005,North,10,10,6,5
O01394,28-12-2024,C0143,P006,East,9,5,7,3
O01395,24-12-2025,C0256,P006,South,8,15,6,4
O01396,26-06-2024,C0161,P008,North,7,0,1,3
O01397,26-09-2025,C0107,P007,East,9,10,7,5
O01398,30-11-2025,C0142,P001,West,2,10,7,5
O01399,30-11-2025,C0323,P005,East,2,5,2,2
O01400,03-01-2024,C0331,P001,West,8,5,2,5
O01401,27-10-2024,C0052,P009,East,1,10,3,2
O01402,09-03-2025,C0304,P002,South,8,15,3,3
O01403,11-09-2024,C0190,P004,East,3,0,2,2
O01404,15-09-2025,C0480,P001,West,6,20,4,4
O01405,25-07-2025,C0436,P007,East,3,5,1,4
O01406,19-04-2025,C0281,P001,South,3,15,5,5
O01407,21-03-2024,C0039,P005,North,3,0,5,2
O01408,01-09-2024,C0082,P002,South,7,5,6,4
O01409,20-12-2025,C0021,P003,West,3,10,6,2
O01410,11-10-2025,C0025,P006,North,2,15,3,5
O01411,30-10-2025,C0304,P010,East,10,20,3,2
O01412,11-09-2024,C0442,P006,East,9,15,4,4
O01413,16-05-2025,C0258,P001,South,10,5,2,3
O01414,14-12-2024,C0061,P002,North,3,20,3,4
O01415,03-12-2024,C0495,P004,West,1,15,6,4
O01416,25-01-2025,C0165,P010,East,10,10,3,5
O01417,08-10-2024,C0143,P005,North,3,10,6,5
O01418,06-12-2024,C0202,P008,West,1,5,1,5
O01419,16-07-2025,C0209,P002,East,2,0,4,3
O01420,03-05-2025,C0117,P004,North,10,10,5,3
O01421,10-03-2025,C0456,P010,South,1,5,2,3
O01422,21-08-2024,C0096,P002,South,7,10,4,2
O01423,02-01-2025,C0281,P009,North,1,10,2,5
O01424,04-09-2024,C0109,P009,North,4,20,7,4
O01425,25-01-2024,C0210,P001,North,6,15,1,3
O01426,08-01-2024,C0117,P009,South,1,5,6,2
O01427,22-02-2025,C0475,P002,South,4,15,5,5
O01428,12-01-2024,C0032,P001,South,4,10,3,4
O01429,18-12-2025,C0105,P004,East,10,5,6,1
O01430,04-11-2024,C0382,P010,East,6,0,1,3
O01431,08-05-2025,C0058,P010,East,1,15,5,5
O01432,06-03-2024,C0259,P008,East,7,5,4,2
O01433,27-09-2024,C0233,P006,North,7,10,1,2
O01434,17-02-2025,C0264,P002,South,6,5,6,1
O01435,18-02-2024,C0181,P005,East,9,15,7,1
O01436,04-08-2025,C0279,P008,South,7,15,5,3
O01437,28-03-2025,C0030,P010,North,1,15,1,2
O01438,31-01-2024,C0111,P004,South,4,0,2,1
O01439,05-09-2025,C0253,P005,North,9,5,2,4
O01440,17-09-2025,C0021,P003,East,3,0,3,2
O01441,09-08-2025,C0345,P002,North,2,0,7,1
O01442,21-06-2025,C0490,P010,East,5,10,5,5
O01443,29-01-2025,C0091,P004,West,2,0,3,4
O01444,11-01-2024,C0174,P006,West,10,0,5,5
O01445,31-07-2025,C0098,P003,South,10,5,5,1
O01446,28-04-2025,C0425,P008,West,4,10,7,2
O01447,25-11-2025,C0224,P002,North,5,0,5,2
O01448,12-04-2025,C0018,P002,North,9,5,4,1
O01449,04-02-2025,C0398,P006,North,2,5,7,1
O01450,30-07-2025,C0030,P010,North,6,10,3,4
O01451,12-07-2024,C0332,P005,West,8,10,1,5
O01452,15-08-2025,C0269,P006,West,2,15,6,1
O01453,29-03-2024,C0297,P004,North,9,20,6,5
O01454,26-05-2025,C0357,P007,South,4,15,4,3
O01455,09-10-2025,C0095,P006,South,2,20,3,5
O01456,04-05-2025,C0370,P005,North,9,20,2,1
O01457,13-10-2025,C0234,P002,North,2,5,7,1
O01458,21-09-2024,C0135,P005,North,1,10,3,3
O01459,13-09-2025,C0445,P005,South,4,0,5,4
O01460,07-02-2024,C0479,P009,South,1,15,1,3
O01461,02-10-2025,C0462,P008,North,8,20,5,2
O01462,13-08-2025,C0012,P005,South,6,10,4,5
O01463,28-07-2024,C0112,P001,East,10,10,3,4
O01464,20-10-2025,C0331,P005,West,2,5,3,2
O01465,31-08-2024,C0033,P007,West,6,10,3,1
O01466,27-07-2025,C0154,P007,South,4,10,1,1
O01467,17-02-2025,C0076,P007,North,10,20,6,4
O01468,29-08-2024,C0377,P004,West,2,10,4,1
O01469,25-12-2025,C0169,P009,East,2,15,2,4
O01470,01-05-2024,C0057,P009,East,5,15,4,1
O01471,09-12-2025,C0485,P005,North,9,0,4,2
O01472,30-05-2024,C0271,P007,North,7,15,1,3
O01473,31-10-2024,C0004,P009,South,5,10,3,1
O01474,30-10-2024,C0275,P007,North,9,0,6,3
O01475,27-07-2024,C0097,P008,East,10,0,4,5
O01476,01-09-2024,C0132,P006,North,8,5,2,2
O01477,14-01-2024,C0081,P002,East,6,20,6,3
O01478,17-03-2024,C0221,P008,South,2,15,4,5
O01479,12-11-2024,C0006,P006,East,6,20,4,3
O01480,10-01-2025,C0252,P004,East,7,15,6,2
O01481,12-08-2024,C0105,P003,East,1,0,3,3
O01482,09-03-2024,C0308,P010,West,3,10,3,3
O01483,25-03-2024,C0258,P001,East,6,20,4,1
O01484,15-01-2024,C0377,P001,South,5,0,7,1
O01485,18-11-2024,C0274,P004,North,7,5,4,3
O01486,14-10-2025,C0256,P006,West,1,15,4,2
O01487,01-05-2024,C0289,P001,North,6,5,6,2
O01488,09-09-2025,C0059,P008,North,10,10,6,5
O01489,06-11-2025,C0092,P006,West,10,20,5,1
O01490,08-11-2025,C0361,P003,East,9,15,4,2
O01491,09-07-2025,C0032,P006,North,7,20,2,2
O01492,03-12-2025,C0060,P008,East,6,15,1,1
